"store_type","product_category","country","years","months","actual_value","pct_overstock","prev_overstock","change_overstock","pct_slow_movers","prev_slow_movers","change_slow_movers","classification","ranking"
"Store","Music, Movies and Audio Books","South Korea","Year 2007","September","1749.79","45.00","87.00","-42.00","36.00","12.00","24.00","WATCHLIST","2"
"Store","Cameras and camcorders ","South Korea","Year 2007","September","2758.50","0.00","100.00","-100.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","South Korea","Year 2008","April","2424.55","56.00","70.00","-14.00","6.00","15.00","-9.00","WATCHLIST","2"
"Store","Audio","South Korea","Year 2008","April","12681.10","56.00","43.00","13.00","17.00","6.00","11.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","South Korea","Year 2008","August","6213.73","80.00","18.00","62.00","5.00","0.00","5.00","WATCHLIST","2"
"Store","Cameras and camcorders ","South Korea","Year 2008","August","13822.26","46.00","50.00","-4.00","15.00","0.00","15.00","WATCHLIST","3"
"Store","Cameras and camcorders ","South Korea","Year 2008","December","13835.16","84.00","78.00","6.00","0.00","64.00","-64.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","South Korea","Year 2008","December","21029.11","54.00","66.00","-12.00","0.00","9.00","-9.00","WATCHLIST","2"
"Store","Audio","South Korea","Year 2008","December","25360.49","42.00","68.00","-26.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","South Korea","Year 2008","February","2238.81","87.00","19.00","68.00","12.00","19.00","-7.00","WATCHLIST","1"
"Store","Audio","South Korea","Year 2008","February","2359.02","62.00","20.00","42.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","South Korea","Year 2008","February","6339.30","0.00","80.00","-80.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","South Korea","Year 2008","January","6235.00","80.00","40.00","40.00","0.00","60.00","-60.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","South Korea","Year 2008","January","2874.42","19.00","58.00","-39.00","19.00","11.00","8.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","South Korea","Year 2008","July","2286.32","18.00","83.00","-65.00","0.00","25.00","-25.00","WATCHLIST","3"
"Store","Audio","South Korea","Year 2008","June","6542.97","37.00","62.00","-25.00","6.00","0.00","6.00","WATCHLIST","2"
"Store","Cameras and camcorders ","South Korea","Year 2008","June","2147.31","0.00","75.00","-75.00","100.00","62.00","38.00","WATCHLIST","3"
"Store","Audio","South Korea","Year 2008","March","7406.00","43.00","62.00","-19.00","6.00","0.00","6.00","WATCHLIST","2"
"Store","Cameras and camcorders ","South Korea","Year 2008","March","1930.95","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","South Korea","Year 2008","May","3504.31","100.00","56.00","44.00","10.00","6.00","4.00","WATCHLIST","1"
"Store","Audio","South Korea","Year 2008","May","6259.76","62.00","56.00","6.00","0.00","17.00","-17.00","WATCHLIST","3"
"Store","Audio","South Korea","Year 2008","November","16004.85","68.00","100.00","-32.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","South Korea","Year 2008","November","20615.06","66.00","81.00","-15.00","9.00","12.00","-3.00","WATCHLIST","3"
"Store","Audio","South Korea","Year 2008","October","2987.73","100.00","71.00","29.00","0.00","21.00","-21.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","South Korea","Year 2008","October","6901.55","81.00","67.00","14.00","12.00","9.00","3.00","WATCHLIST","2"
"Store","Cameras and camcorders ","South Korea","Year 2008","October","4113.12","40.00","69.00","-29.00","60.00","0.00","60.00","WATCHLIST","3"
"Store","Cameras and camcorders ","South Korea","Year 2008","September","11608.41","69.00","46.00","23.00","0.00","15.00","-15.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","South Korea","Year 2008","September","10269.66","67.00","80.00","-13.00","9.00","5.00","4.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","South Korea","Year 2009","April","7347.97","63.00","36.00","27.00","0.00","16.00","-16.00","WATCHLIST","2"
"Store","Cameras and camcorders ","South Korea","Year 2009","April","11948.25","60.00","59.00","1.00","6.00","22.00","-16.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","South Korea","Year 2009","August","12107.93","77.00","56.00","21.00","0.00","23.00","-23.00","WATCHLIST","2"
"Store","Audio","South Korea","Year 2009","August","23708.00","52.00","84.00","-32.00","13.00","7.00","6.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","South Korea","Year 2009","December","10268.82","66.00","84.00","-18.00","0.00","23.00","-23.00","WATCHLIST","2"
"Store","Audio","South Korea","Year 2009","February","9238.24","63.00","45.00","18.00","0.00","3.00","-3.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","South Korea","Year 2009","February","10511.47","51.00","57.00","-6.00","17.00","7.00","10.00","WATCHLIST","2"
"Store","Cameras and camcorders ","South Korea","Year 2009","February","10503.77","50.00","46.00","4.00","16.00","0.00","16.00","WATCHLIST","3"
"Store","Audio","South Korea","Year 2009","January","14730.44","45.00","42.00","3.00","3.00","0.00","3.00","WATCHLIST","3"
"Store","Cameras and camcorders ","South Korea","Year 2009","July","3324.75","100.00","50.00","50.00","0.00","50.00","-50.00","WATCHLIST","1"
"Store","Audio","South Korea","Year 2009","July","18055.68","84.00","70.00","14.00","7.00","21.00","-14.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","South Korea","Year 2009","July","16671.35","56.00","44.00","12.00","23.00","11.00","12.00","WATCHLIST","3"
"Store","Cameras and camcorders ","South Korea","Year 2009","June","5246.00","50.00","75.00","-25.00","50.00","33.00","17.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","South Korea","Year 2009","June","23915.61","44.00","47.00","-3.00","11.00","2.00","9.00","WATCHLIST","3"
"Store","Audio","South Korea","Year 2009","March","4330.24","70.00","63.00","7.00","10.00","0.00","10.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","South Korea","Year 2009","March","10910.45","36.00","51.00","-15.00","16.00","17.00","-1.00","WATCHLIST","3"
"Store","Audio","South Korea","Year 2009","May","19908.29","55.00","100.00","-45.00","22.00","50.00","-28.00","WATCHLIST","2"
"Store","Cameras and camcorders ","South Korea","Year 2009","November","7310.57","70.00","42.00","28.00","10.00","0.00","10.00","WATCHLIST","2"
"Store","Cameras and camcorders ","South Korea","Year 2009","October","13503.01","42.00","62.00","-20.00","0.00","18.00","-18.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","South Korea","Year 2009","September","17260.96","86.00","77.00","9.00","2.00","0.00","2.00","WATCHLIST","1"
"Store","Audio","South Korea","Year 2009","September","18845.93","43.00","52.00","-9.00","5.00","13.00","-8.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Spain","Year 2007","April","8911.80","63.00","53.00","10.00","0.00","15.00","-15.00","WATCHLIST","2"
"Store","Audio","Spain","Year 2007","April","4255.28","40.00","33.00","7.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Spain","Year 2007","August","1140.00","27.00","13.00","14.00","0.00","20.00","-20.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Spain","Year 2007","August","1378.20","0.00","0.00","0.00","0.00","30.00","-30.00","WATCHLIST","2"
"Store","Audio","Spain","Year 2007","August","659.64","0.00","45.00","-45.00","16.00","13.00","3.00","WATCHLIST","3"
"Store","Audio","Spain","Year 2007","December","5094.16","33.00","5.00","28.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Spain","Year 2007","December","2556.59","8.00","20.00","-12.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Spain","Year 2007","December","7447.95","0.00","25.00","-25.00","33.00","12.00","21.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Spain","Year 2007","February","1834.80","33.00","","","33.00","","","WATCHLIST","1"
"Store","Audio","Spain","Year 2007","February","5803.00","18.00","20.00","-2.00","54.00","40.00","14.00","WATCHLIST","2"
"Store","Audio","Spain","Year 2007","January","3068.92","20.00","","","40.00","","","WATCHLIST","1"
"Store","Audio","Spain","Year 2007","July","8870.90","45.00","60.00","-15.00","13.00","13.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Spain","Year 2007","July","1862.05","13.00","27.00","-14.00","20.00","11.00","9.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Spain","Year 2007","July","9296.15","0.00","11.00","-11.00","30.00","11.00","19.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Spain","Year 2007","June","2778.84","27.00","31.00","-4.00","11.00","0.00","11.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Spain","Year 2007","June","7444.80","11.00","57.00","-46.00","11.00","0.00","11.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Spain","Year 2007","March","9164.80","53.00","33.00","20.00","15.00","33.00","-18.00","WATCHLIST","2"
"Store","Audio","Spain","Year 2007","March","2772.90","33.00","18.00","15.00","0.00","54.00","-54.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Spain","Year 2007","May","5333.10","57.00","63.00","-6.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Spain","Year 2007","November","6433.35","25.00","50.00","-25.00","12.00","0.00","12.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Spain","Year 2007","November","1601.59","20.00","0.00","20.00","0.00","25.00","-25.00","WATCHLIST","2"
"Store","Audio","Spain","Year 2007","November","2431.36","5.00","52.00","-47.00","0.00","14.00","-14.00","WATCHLIST","3"
"Store","Audio","Spain","Year 2007","October","15556.82","52.00","28.00","24.00","14.00","23.00","-9.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Spain","Year 2007","October","2725.24","0.00","0.00","0.00","25.00","7.00","18.00","WATCHLIST","3"
"Store","Audio","Spain","Year 2007","September","9702.40","28.00","0.00","28.00","23.00","16.00","7.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Spain","Year 2007","September","1448.70","0.00","27.00","-27.00","7.00","0.00","7.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Spain","Year 2007","September","3858.75","0.00","0.00","0.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Spain","Year 2008","April","2060.64","57.00","50.00","7.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Spain","Year 2008","April","5870.04","55.00","88.00","-33.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Spain","Year 2008","April","6547.90","20.00","60.00","-40.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Spain","Year 2008","August","9526.42","100.00","75.00","25.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Spain","Year 2008","August","6640.44","100.00","25.00","75.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Spain","Year 2008","August","8059.32","87.00","100.00","-13.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Spain","Year 2008","December","1372.98","100.00","25.00","75.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Spain","Year 2008","December","4563.06","75.00","90.00","-15.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Spain","Year 2008","December","5983.81","50.00","66.00","-16.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Spain","Year 2008","February","2581.86","100.00","23.00","77.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Spain","Year 2008","February","4135.98","100.00","20.00","80.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Spain","Year 2008","February","4279.59","66.00","0.00","66.00","0.00","33.00","-33.00","WATCHLIST","3"
"Store","Audio","Spain","Year 2008","January","1184.00","20.00","33.00","-13.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Spain","Year 2008","July","5670.38","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Spain","Year 2008","July","7449.60","75.00","60.00","15.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Spain","Year 2008","July","3764.70","25.00","42.00","-17.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Spain","Year 2008","June","4051.95","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Spain","Year 2008","June","5024.89","60.00","100.00","-40.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Spain","Year 2008","June","8947.00","42.00","71.00","-29.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Spain","Year 2008","March","2777.69","88.00","100.00","-12.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Spain","Year 2008","March","10852.38","60.00","66.00","-6.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Spain","Year 2008","March","5834.82","50.00","100.00","-50.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Spain","Year 2008","May","4063.32","100.00","57.00","43.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Spain","Year 2008","May","968.71","100.00","55.00","45.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Spain","Year 2008","May","8643.30","71.00","20.00","51.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Audio","Spain","Year 2008","November","4626.46","90.00","14.00","76.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Spain","Year 2008","November","4073.33","66.00","76.00","-10.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Music, Movies and Audio Books","Spain","Year 2008","October","3847.48","76.00","90.00","-14.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Spain","Year 2008","October","8387.84","14.00","50.00","-36.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Spain","Year 2008","September","5382.06","90.00","100.00","-10.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Cameras and camcorders ","Spain","Year 2008","September","8110.93","85.00","100.00","-15.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Spain","Year 2008","September","7173.91","50.00","87.00","-37.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Cameras and camcorders ","Spain","Year 2009","April","5993.28","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Spain","Year 2009","April","1271.92","100.00","0.00","100.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Spain","Year 2009","August","6044.28","100.00","100.00","0.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Spain","Year 2009","August","8114.18","100.00","62.00","38.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Audio","Spain","Year 2009","August","5029.67","80.00","100.00","-20.00","0.00","0.00","0.00","WATCHLIST","3"
"Store","Music, Movies and Audio Books","Spain","Year 2009","December","3633.42","50.00","100.00","-50.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Spain","Year 2009","December","6452.80","14.00","55.00","-41.00","14.00","0.00","14.00","WATCHLIST","2"
"Store","Audio","Spain","Year 2009","February","6817.87","75.00","100.00","-25.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Audio","Spain","Year 2009","January","8598.66","100.00","75.00","25.00","0.00","0.00","0.00","WATCHLIST","1"
"Store","Music, Movies and Audio Books","Spain","Year 2009","January","3454.77","66.00","50.00","16.00","0.00","0.00","0.00","WATCHLIST","2"
"Store","Cameras and camcorders ","Spain","Year 2009","January","3236.31","0.00","100.00","-100.00","0.00","0.00","0.00","WATCHLIST","3"
