"product","actual_value","pct_overstock","actual_value_overstock","solution_layer"
"Litware 120mm Blue LED Case Fan E901 Grey","283136.34","98.00","280321.57","Monitor"
"Litware 120mm Blue LED Case Fan E901 Black","282780.04","97.00","279435.91","Monitor"
"Litware 120mm Blue LED Case Fan E901 blue","281105.43","97.00","277888.55","Monitor"
"SV Hand Games for students E40 Red","636741.60","25.00","277085.48","Monitor"
"Litware 120mm Blue LED Case Fan E901 White","278229.58","98.00","275384.27","Monitor"
"Contoso Integrated Business Phone L08 Black","575376.75","42.00","274856.01","Monitor"
"Contoso 1G MP3 Player E100 White","400014.40","50.00","274747.2","Monitor"
"Contoso Education Essentials Bundle M300 Black","274020.85","99.00","273452.75","Monitor"
"Contoso Expandable1-Handset Cordless Phone System M207 Black","562148.66","38.00","270786.20","Monitor"
"Contoso Integrated Business Phone L08 White","575612.96","41.00","269813.44","Monitor"
"Contoso Laptop Starter Bundle M200 Black","271759.95","97.00","269528.49","Monitor"
"Contoso 512MB MP3 Player E51 Silver","376512.50","51.00","268414.52","Monitor"
"Contoso USB Wave Multi-media Keyboard E280 Blue","269576.40","96.00","266810.89","Monitor"
"Contoso Power Inverter - DC to AC power inverter E900 Black","267652.00","97.00","263746.12","Monitor"
"Contoso Private Branch Exchange M88 Grey","534605.97","40.00","261743.18","Monitor"
"Contoso Private Branch Exchange M88 Black","540158.19","40.00","260939.17","Monitor"
"Litware Tower Fan E501 Yellow","262663.98","94.00","260196.79","Monitor"
"Contoso Lens cap E80 Grey","258536.37","94.00","255604.53","Monitor"
"Contoso Phone with 13-Number Memory (210) M301 White","506376.97","42.00","252942.47","Monitor"
"SV 16xDVD M300 Black","254995.20","93.00","252259.20","Monitor"
"Contoso Phone with 13-Number Memory (210) M301 Grey","511843.97","42.00","251716.30","Monitor"
"MGS Hand Games for 12-16 boys E600 Yellow","494146.84","30.00","247296.94","Monitor"
"Contoso Power Inverter - DC to AC power inverter E900 White","250673.28","97.00","247140.08","Monitor"
"Contoso Power Inverter - DC to AC power inverter E900 Grey","248195.20","97.00","245509.00","Monitor"
"Contoso Laptop Starter Bundle M200 Grey","247145.58","96.00","244519.44","Monitor"
"Contoso Lens cap E80 White","239464.14","91.00","237066.75","Monitor"
"Contoso Phone with 13-Number Memory (210) M301 Black","487672.02","41.00","232761.43","Monitor"
"Contoso Private Branch Exchange M88 White","492433.37","39.00","232343.72","Monitor"
"SV Hand Games for 12-16 boys E60 Red","501624.60","26.00","231269.54","Monitor"
"SV 16xDVD M300 Silver","228620.16","91.00","225172.80","Monitor"
"Contoso 512MB MP3 Player E51 Blue","338560.04","49.00","224451.10","Monitor"
"MGS Hand Games for 12-16 boys E600 Black","476722.44","27.00","221678.50","Monitor"
"SV Hand Games for kids E30 Black","433045.25","31.00","220371.25","Monitor"
"Contoso 3 Handset Cordless Phone System E30 White","478534.28","23.00","220119.88","Monitor"
"SV Hand Games for kids E30 Yellow","397839.75","32.00","215267.25","Monitor"
"SV Hand Games for 12-16 boys E60 Black","485226.36","28.00","214251.54","Monitor"
"Contoso 3 Handset Cordless Phone System  E30 Black","472957.24","22.00","213824.06","Monitor"
"SV Hand Games for kids E30 Red","441685.75","29.00","212660.25","Monitor"
"The Phone Company PDA Handheld 3.7 inch M630 White","434113.68","37.00","211368.96","Monitor"
"SV Hand Games for 12-16 boys E60 Yellow","442419.74","27.00","210266.28","Monitor"
"Contoso Phone for MSN E200 White","454389.60","23.00","209287.68","Monitor"
"MGS Hand Games for 12-16 boys E600 Silver","494769.14","25.00","205275.18","Monitor"
"Contoso Phone System Accessory Handset with Charger M308 White","402617.63","43.00","205087.66","Monitor"
"Contoso 3 Handset Cordless Phone System E30 Grey","454277.62","23.00","204653.12","Monitor"
"MGS Hand Games for 12-16 boys E600 Red","460098.14","26.00","203956.92","Monitor"
"MGS Hand Games for kids E300 Silver","323176.00","43.00","200149.6","Monitor"
"Contoso ADSL Modem Splitter/Filter X 1 E100 White","201900.82","94.00","199864.83","Monitor"
"Contoso Phone for MSN E200 Black","446825.28","22.00","199658.88","Monitor"
"Contoso Phone System Accessory Handset with Charger M308 Grey","417149.74","39.00","199230.14","Monitor"
"Contoso USB Optical Mouse E200 Blue","200312.40","94.00","197357.8","Monitor"
"MGS Hand Games for kids E300 Yellow","331172.80","39.00","191769.2","Monitor"
"SV Hand Games for kids E30 Silver","389710.75","29.00","187965.25","Monitor"
"Contoso Lens Cap Keeper E314 Yellow","184851.72","97.00","183095.88","Monitor"
"MGS Hand Games for kids E300 Red","305785.20","41.00","179202.8","Monitor"
"Contoso Lens Cap Keeper E314 Silver","180515.22","96.00","177892.08","Monitor"
"Contoso Dual Handset Cordless Phone System  E20 Black","379100.92","23.00","177416.00","Monitor"
"Contoso ADSL Modem Splitter/Filter X 1 E100 Grey","176930.27","93.00","174812.11","Monitor"
"Contoso Lens cap E80 Black","177193.08","91.00","174505.56","Monitor"
"Contoso Phone with Memory Dialing-single line E88 White","388207.62","21.00","174214.08","Monitor"
"Contoso Lens Cap Keeper E314 White","175541.52","97.00","173304.24","Monitor"
"Contoso Phone with Memory Dialing-single line E88 Grey","392704.68","21.00","171784.80","Monitor"
"Contoso Phone with Memory Dialing-single line E88 Black","398510.37","20.00","171444.99","Monitor"
"MGS Hand Games for kids E300 Black","292902.40","42.00","171007.2","Monitor"
"Contoso USB Wave Multi-Media Keyboard M901 Gold","172230.51","95.00","170384.46","Monitor"
"Contoso Lens Cap Keeper E314 Pink","168826.14","96.00","165941.04","Monitor"
"Contoso Phone System Accessory Handset with Charger M308 Black","362136.21","38.00","163439.70","Monitor"
"Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey","157860.11","97.00","156815.72","Monitor"
"Contoso Dual Handset Cordless Phone System E20 White","364166.20","20.00","156298.20","Monitor"
"Contoso Primary Extended Capacity Battery Pack - notebook battery X100 White","151638.69","98.00","151526.39","Monitor"
"Contoso Dual Handset Cordless Phone System E20 Grey","352164.14","21.00","151406.02","Monitor"
"Contoso Expandable 2-Handset Cordless Phone System M205 White","281210.16","45.00","150944.64","Monitor"
"Contoso Expandable 2-Handset Cordless Phone System M205 Black","275037.84","42.00","148338.96","Monitor"
"Contoso USB Optical Mouse E200 Gold","149199.40","93.00","147248.1","Monitor"
"Contoso DVD 7-Inch Player Portable E200 Silver","3099878.08","1.00","146256.64","Monitor"
"Contoso General Soft Carrying Case E318 Blue","145106.52","91.00","143295.84","Monitor"
"Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black","143193.73","98.00","142946.67","Monitor"
"Litware 80mm Dual Ball Bearing Case Fan E1001 Green","141315.44","96.00","139265.66","Monitor"
"Contoso General Soft Carrying Case E318 White","140331.52","93.00","138857.00","Monitor"
"Litware 80mm Dual Ball Bearing Case Fan E1001 Pink","137292.08","97.00","135653.78","Monitor"
"Contoso Phone with Memory Dialing-2 lines E90 Grey","173734.56","61.00","135219.36","Monitor"
"Litware 80mm Dual Ball Bearing Case Fan E1001 Black","136659.62","97.00","134825.74","Monitor"
"Contoso General Soft Carrying Case E318 Silver","135579.44","96.00","134800.16","Monitor"
"Litware 80mm Dual Ball Bearing Case Fan E1001 White","133377.94","98.00","132214.62","Monitor"
"SV DVD 7-Inch Player Portable E200 Silver","2979530.40","0.00","128142.80","Monitor"
"Contoso Single-line phones E10 White","274905.81","23.00","127560.49","Monitor"
"Contoso DVD 7-Inch Player Portable E200 White","2924852.40","0.00","127077.28","Monitor"
"Contoso ADSL Modem Splitter/Filter X 2 E200 Grey","128550.08","89.00","126844.80","Monitor"
"SV DVD 7-Inch Player Portable E200 White","3303504.56","0.00","124273.28","Monitor"
"Contoso Expandable 2-Handset Cordless Phone System M205 Grey","258054.72","38.00","124037.76","Monitor"
"Contoso Single-line phones E10 Black","275190.85","21.00","121966.58","Monitor"
"Contoso ADSL Modem Splitter/Filter X 2 E200 White","121542.08","95.00","121028.16","Monitor"
"Contoso Single-line phones E10 Grey","269617.30","21.00","120286.88","Monitor"
"Contoso Phone with Memory Dialing-2 lines E90 White","164709.60","56.00","120090.72","Monitor"
"Contoso General Soft Carrying Case E318 Black","114202.72","91.00","112621.24","Monitor"
"Contoso Phone with Memory Dialing-2 lines E90 Black","151074.24","51.00","107108.16","Monitor"
"Contoso Digital Cordless Expansion Handset Phone M900 Black","184937.47","43.00","103702.12","Monitor"
"Contoso DVD 7-Inch Player Portable E200 Black","2818356.48","0.00","101448.72","Monitor"
"Contoso Digital Camera Accessory kit M200 Blue","92645.70","93.00","91557.69","Monitor"
"Contoso Reserve Pen - Tablet Pen E200 Gold","90900.89","94.00","90043.00","Monitor"
"Contoso DVD 14-Inch Player Portable L100 Black","5175635.76","0.00","89585.60","Monitor"
"Contoso Reserve Pen - Tablet Pen E200 Black","83442.21","97.00","83201.15","Monitor"
"Contoso Reserve Pen - Tablet Pen E200 White","83385.49","94.00","82768.66","Monitor"
"Contoso Digital Cordless Expansion Handset Phone M900 White","155568.35","40.00","81857.32","Monitor"
"SV DVD 7-Inch Player Portable E200 Black","3135881.44","0.00","80699.12","Monitor"
"Contoso Reserve Pen - Tablet Pen E200 Grey","81272.67","95.00","80613.30","Monitor"
"Contoso DVD 15-Inch Player Portable L200 White","6060149.92","0.00","78016.96","Monitor"
"SV DVD 15-Inch Player Portable L200 Silver","6114050.80","0.00","77632.64","Monitor"
"Contoso DVD 14-Inch Player Portable L100 White","5127828.06","0.00","75027.94","Monitor"
"Contoso DVD 9-Inch Player Portable M300 White","4668531.49","0.00","74232.13","Monitor"
"Contoso DVD 12-Inch Player Portable M400 White","5247783.54","0.00","66216.00","Monitor"
"SV DVD 15-Inch Player Portable L200 White","6012686.40","0.00","65718.72","Monitor"
"Contoso Digital Cordless Expansion Handset Phone M900 Grey","126639.16","36.00","65564.74","Monitor"
"Contoso 4-Line Corded Cordless Telephone M203 Black","103838.65","46.00","65215.83","Monitor"
"Contoso 4-Line Corded Cordless Telephone M203 White","119585.11","42.00","64836.58","Monitor"
"SV DVD 14-Inch Player Portable L100 White","5348518.74","0.00","63312.90","Monitor"
"Contoso Smart Battery M901 Blue","62575.41","96.00","62220.98","Monitor"
"MGS Hand Games men M300 Silver","113803.00","35.00","61941.80","Monitor"
"Contoso DVD 9-Inch Player Portable M300 Black","4869819.01","0.00","59297.42","Monitor"
"SV Hand Games men M30 Black","108997.88","37.00","59250.00","Monitor"
"SV DVD 9-Inch Player Portable M300 Black","4600626.38","0.00","58267.44","Monitor"
"Contoso DVD 12-Inch Player Portable M400 Silver","5056667.61","0.00","57607.92","Monitor"
"SV DVD 12-Inch Player Portable M400 White","5393789.82","0.00","57276.84","Monitor"
"SV DVD 12-Inch Player Portable M400 Black","5354722.38","0.00","56366.37","Monitor"
"Contoso 4-Line Corded Cordless Telephone M203 Grey","107176.05","39.00","55021.59","Monitor"
"MGS Hand Games men M300 Red","106185.49","37.00","54600.08","Monitor"
"SV DVD 9-Inch Player Portable M300 White","4744823.58","0.00","54294.66","Monitor"
"SV Hand Games men M30 Yellow","100244.68","35.00","53631.52","Monitor"
"MGS Hand Games men M300 Yellow","95315.56","37.00","50840.46","Monitor"
"MGS Hand Games men M300 Black","97534.56","39.00","49493.21","Monitor"
"SV DVD 14-Inch Player Portable L100 Black","5172362.44","0.00","49444.36","Monitor"
"SV Hand Games men M30 Silver","91311.36","37.00","49435.04","Monitor"
"Contoso DVD 9-Inch Player Portable M300 Silver","4662866.60","0.00","48409.06","Monitor"
"Contoso DVD 14-Inch Player Portable L100 Silver","5539404.98","0.00","43672.98","Monitor"
"Contoso DVD 15-Inch Player Portable L200 Silver","6153443.60","0.00","43620.32","Monitor"
"SV DVD Recorder L230 Grey","2815328.00","0.00","40415.92","Monitor"
"Contoso DVD 15-Inch Player Portable L200 Black","6161802.56","0.00","39969.28","Monitor"
"Contoso DVD Recorder L200 Black","2585748.16","0.00","39545.20","Monitor"
"SV Hand Games men M30 Red","78889.40","32.00","39026.00","Monitor"
"SV DVD Recorder L220 White","2707358.72","0.00","38601.92","Monitor"
"SV DVD 14-Inch Player Portable L100 Silver","5178392.24","0.00","36351.08","Monitor"
"SV DVD 12-Inch Player Portable M400 Silver","5488230.39","0.00","35094.48","Monitor"
"SV DVD 15-Inch Player Portable L200 Black","6385572.88","0.00","34780.96","Monitor"
"Contoso DVD 12-Inch Player Portable M400 Black","5456612.25","0.00","33770.16","Monitor"
"Contoso DVD Recorder L210 Silver","2587924.96","0.00","33159.92","Monitor"
"SV DVD Recorder L210 Silver","2804589.12","0.00","33087.36","Monitor"
"Contoso DVD Recorder L240 Gold","2673981.12","0.00","27717.92","Monitor"
"SV DVD 9-Inch Player Portable M300 Silver","4606291.27","0.00","25308.08","Monitor"
"Contoso DVD Recorder L230 Grey","2797768.48","0.00","21260.08","Monitor"
"Contoso DVD Recorder L220 White","2516961.28","0.00","21114.96","Monitor"
"SV DVD Recorder L240 Gold","2573848.32","0.00","17777.20","Monitor"
"SV DVD Recorder L200 Black","2673545.76","0.00","16180.88","Monitor"
"Contoso DVD Movies E100 Yellow","365496.82","0.00","14994.30","Monitor"
"SV DVD 38 DVD Storage Binder E25 Red","283065.08","0.00","12892.97","Monitor"
"SV DVD External DVD Burner M200 Grey","569614.76","0.00","12484.78","Monitor"
"Contoso DVD 38 DVD Storage Binder E25 Red","278229.58","1.00","11157.28","Monitor"
"Contoso DVD 38 DVD Storage Binder E25 Silver","271480.24","1.00","11147.10","Monitor"
"Contoso DVD Player M130 Grey","288729.35","1.00","10815.28","Monitor"
"SV DVD 38 DVD Storage Binder E25 Black","286587.36","0.00","9961.13","Monitor"
"SV DVD External DVD Burner M200 Silver","550634.70","0.00","9929.26","Monitor"
"SV DVD 38 DVD Storage Binder E25 Silver","284632.80","0.00","8871.87","Monitor"
"SV DVD Player M120 White","249216.18","1.00","8627.34","Monitor"
"SV DVD Movies E100 Yellow","365741.76","0.00","8149.22","Monitor"
"Contoso DVD 48 DVD Storage Binder M50 Black","508737.32","0.00","8096.33","Monitor"
"SV DVD Player M100 Black","278035.68","1.00","8072.68","Monitor"
"Contoso DVD External DVD Burner M200 Blue","605019.36","0.00","8065.86","Monitor"
"Contoso DVD External DVD Burner M200 Black","595649.12","0.00","6921.20","Monitor"
"SV DVD External DVD Burner M200 Black","613990.30","0.00","6894.58","Monitor"
"Contoso DVD Player M120 White","262835.44","1.00","6646.85","Monitor"
"SV DVD 48 DVD Storage Binder M50 Silver","493090.48","0.00","6582.92","Monitor"
"SV DVD External DVD Burner M200 Blue","603289.06","0.00","6521.90","Monitor"
"SV DVD 48 DVD Storage Binder M50 Black","548673.15","0.00","6516.76","Monitor"
"SV DVD 55DVD Storage Binder M56 Black","374243.46","0.00","6442.74","Monitor"
"SV DVD 58 DVD Storage Binder M55 Black","401189.76","0.00","6096.06","Monitor"
"Contoso DVD 58 DVD Storage Binder M55 Black","413873.91","0.00","5776.56","Monitor"
"SV DVD 48 DVD Storage Binder M50 Red","518446.30","0.00","5714.57","Monitor"
"Contoso DVD 48 DVD Storage Binder M50 Silver","521630.25","0.00","5648.41","Monitor"
"SV DVD Player M140 Gold","241033.65","1.00","5581.95","Monitor"
"SV DVD 60 DVD Storage Binder L20 Silver","454458.90","0.00","5510.66","Monitor"
"SV DVD 60 DVD Storage Binder L20 Red","494011.34","0.00","5245.36","Monitor"
"SV DVD 60 DVD Storage Binder L20 Black","470937.82","0.00","5192.30","Monitor"
"Contoso DVD 38 DVD Storage Binder E25 Black","274228.84","0.00","4820.23","Monitor"
"Contoso DVD Player M140 Gold","300948.45","0.00","4740.45","Monitor"
"Contoso DVD 55DVD Storage Binder M56 Red","374650.86","0.00","4557.06","Monitor"
"Contoso DVD 58 DVD Storage Binder M55 Red","417624.84","0.00","4511.34","Monitor"
"SV DVD 58 DVD Storage Binder M55 Red","400819.14","0.00","4504.95","Monitor"
"Contoso DVD 55DVD Storage Binder M56 Black","378870.36","0.00","4493.04","Monitor"
"Contoso DVD 55DVD Storage Binder M56 Silver","388019.40","0.00","4429.02","Monitor"
"Contoso DVD 60 DVD Storage Binder L20 Silver","504297.40","0.00","4426.72","Monitor"
"SV DVD 58 DVD Storage Binder M55 Silver","403451.82","0.00","4179.06","Monitor"
"Contoso DVD 60 DVD Storage Binder L20 Black","465654.56","0.00","4153.84","Monitor"
"Contoso DVD External DVD Burner M200 Grey","569508.28","0.00","4072.86","Monitor"
"Contoso DVD 48 DVD Storage Binder M50 Red","523929.31","0.00","4002.68","Monitor"
"SV DVD Player M110 Silver","276061.17","0.00","3973.83","Monitor"
